URL,Version,Status,OIDs,Name,Title,Description,Used
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/CodeSystem/mii-cs-onko-therapie-stellungzurop,2026.0.3,active,,MII_CS_Onko_Therapie_StellungZurOp,MII CS Onkologie Therapie Stellung,"oBDS-spezifisches Codesystem für Klassifikation von Stellung zur OP","ConceptMap/cm-sct-to-obds-therapiestellung"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/CodeSystem/mii-cs-onko-therapie-typ,2026.0.3,active,,MII_CS_Onko_Therapie_Typ,MII CS Onko Therapie Typ,"Typ der Therapie","ConceptMap/cm-sct-to-obds-therapieart"
https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/CodeSystem/mii-cs-onko-verlauf-gesamtbeurteilung,2026.0.3,active,,MII_CS_Onko_Verlauf_Gesamtbeurteilung,MII CS Onkologie Verlauf Gesamtbeurteilung,"oBDS-spezifisches Codesystem für die Gesamtbeurteilung im Behandlungsverlauf","ConceptMap/cm-sct-to-obds-verlauf-gesamtbeurteilung,ConceptMap/cm-oncobox-verlauf-gesamtbeurteilung-ereignis"
https://www.senologie.org/fhir/CodeSystem/cs-oncobox-primaerfallart,0.1.0,draft,,CS_OncoBox_Primaerfallart,CS OncoBox Primaerfallart,"Primaerfallart nach OnkoZert-Systematik (OncoBox 2.0 D01)","ValueSet/vs-oncobox-primaerfallart"
https://www.senologie.org/fhir/CodeSystem/cs-senologie-diagnose-lokal,0.1.0,draft,,CS_Senologie_Diagnose_Lokal,CS Senologie Diagnose Lokal,"Lokale Codes für Mamma-Diagnosen ohne SNOMED CT Mapping (basierend auf Dotbase)","ValueSet/vs-senologie-diagnose,ValueSet/vs-senologie-diagnose-lokal"
https://www.senologie.org/fhir/CodeSystem/cs-senologie-diagnosesicherung,0.1.0,draft,,CSSenologieDiagnosesicherung,CodeSystem Diagnosesicherung,"Diagnosesicherung gemäß oBDS (Onkologischer Basisdatensatz)","ValueSet/vs-senologie-diagnosesicherung"
https://www.senologie.org/fhir/CodeSystem/cs-senologie-follow-up,0.1.0,draft,,CS_Senologie_FollowUp,CS Senologie Follow-Up,"Lokale Codes für Senologie-Verlaufsmeldungen (OncoBox M01-M10). Enthält Komponentenbezeichner und Wertcodes für Felder ohne SNOMED-CT-Äquivalent.","ValueSet/vs-senologie-nachsorge-art"
https://www.senologie.org/fhir/CodeSystem/cs-senologie-genexpressionstest,0.1.0,draft,,CS_Senologie_Genexpressionstest,CS Senologie Genexpressionstest,"Genexpressionstests zur Abschätzung des Rezidivrisikos bei Mammakarzinom","ValueSet/vs-senologie-genexpressionstest"
https://www.senologie.org/fhir/CodeSystem/cs-senologie-metastasierung,0.1.0,draft,,CS_Senologie_Metastasierung,CS Senologie Metastasierung,"Metastasierungsstatus für Senologie","ValueSet/vs-senologie-metastasierung"
https://www.senologie.org/fhir/CodeSystem/cs-senologie-studienname,0.1.0,draft,,CS_Senologie_Studienname,CS Senologie Studienname,"Auswahlliste klinischer Studien am Brustzentrum für die OncoBox 2.0 Meldung (K02). Enthält häufige interventionelle und nicht-interventionelle Mammakarzinom-Studien.","ValueSet/vs-senologie-studienname"
https://www.senologie.org/fhir/CodeSystem/cs-senologie-tumormanifestation,0.1.0,draft,,CS_Senologie_Tumormanifestation,CS Senologie Tumormanifestation,"Klassifikation der Tumormanifestation bei Diagnosestellung","ValueSet/vs-senologie-tumormanifestation"
