"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"obds-meldung.tumorzuordnung.primaertumorICD","obds-meldung.tumorzuordnung.primaertumorICD","","","",1,1,"","","","BackboneElement {[]} {[]}
","Primaertumor_ICD","ICD-10-GM-Kodierung des Primaertumors","","","","","","","","","",,,,,"",,,,"obds-meldung.tumorzuordnung.primaertumorICD",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"obds-meldung.tumorzuordnung.primaertumorICD.id","obds-meldung.tumorzuordnung.primaertumorICD.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"obds-meldung.tumorzuordnung.primaertumorICD.extension","obds-meldung.tumorzuordnung.primaertumorICD.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.tumorzuordnung.primaertumorICD.modifierExtension","obds-meldung.tumorzuordnung.primaertumorICD.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.tumorzuordnung.primaertumorICD.code","obds-meldung.tumorzuordnung.primaertumorICD.code","","","",1,1,"","","","code {[]} {[]}
","Code","ICD-10-GM Code (z.B. C50.4)","","","","","","","","","",,,,,"",,,,"obds-meldung.tumorzuordnung.primaertumorICD.code",1,1,"",""
"obds-meldung.tumorzuordnung.primaertumorICD.version","obds-meldung.tumorzuordnung.primaertumorICD.version","","","",1,1,"","","","string {[]} {[]}
","Version","ICD-10-GM Version (z.B. 10 2020 GM)","","","","","","","","","",,,,,"",,,,"obds-meldung.tumorzuordnung.primaertumorICD.version",1,1,"",""
"obds-meldung.tumorzuordnung.diagnosedatum","obds-meldung.tumorzuordnung.diagnosedatum","","","",1,1,"","","","dateTime {[]} {[]}
","Diagnosedatum","Datum der Erstdiagnose des Tumors","","","","","","","","","",,,,,"",,,,"obds-meldung.tumorzuordnung.diagnosedatum",1,1,"",""
"obds-meldung.tumorzuordnung.seitenlokalisation","obds-meldung.tumorzuordnung.seitenlokalisation","","","",0,1,"","","","code {[]} {[]}
","Seitenlokalisation","Seitenlokalisation: R=rechts, L=links, B=beidseitig, M=Mittellinie, T=trifft nicht zu, U=unbekannt","","","","","","","","","",,,,,"",,,,"obds-meldung.tumorzuordnung.seitenlokalisation",0,1,"",""
"obds-meldung.tumorzuordnung.morphologieICDO","obds-meldung.tumorzuordnung.morphologieICDO","","","",0,1,"","","","BackboneElement {[]} {[]}
","Morphologie_ICD_O","ICD-O Morphologie-Kodierung","","","","","","","","","",,,,,"",,,,"obds-meldung.tumorzuordnung.morphologieICDO",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"obds-meldung.tumorzuordnung.morphologieICDO.id","obds-meldung.tumorzuordnung.morphologieICDO.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"obds-meldung.tumorzuordnung.morphologieICDO.extension","obds-meldung.tumorzuordnung.morphologieICDO.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.tumorzuordnung.morphologieICDO.modifierExtension","obds-meldung.tumorzuordnung.morphologieICDO.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.tumorzuordnung.morphologieICDO.code","obds-meldung.tumorzuordnung.morphologieICDO.code","","","",1,1,"","","","code {[]} {[]}
","Code","ICD-O Morphologie-Code (z.B. 8500/3)","","","","","","","","","",,,,,"",,,,"obds-meldung.tumorzuordnung.morphologieICDO.code",1,1,"",""
"obds-meldung.tumorzuordnung.morphologieICDO.version","obds-meldung.tumorzuordnung.morphologieICDO.version","","","",1,1,"","","","string {[]} {[]}
","Version","ICD-O Version (z.B. 31)","","","","","","","","","",,,,,"",,,,"obds-meldung.tumorzuordnung.morphologieICDO.version",1,1,"",""
"obds-meldung.diagnose","obds-meldung.diagnose","","","",0,1,"","","","BackboneElement {[]} {[]}
","Diagnose","Diagnosemeldung mit klinischen Details zum Zeitpunkt der Erstdiagnose","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"obds-meldung.diagnose.id","obds-meldung.diagnose.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"obds-meldung.diagnose.extension","obds-meldung.diagnose.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.diagnose.modifierExtension","obds-meldung.diagnose.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.diagnose.primaertumorDiagnosetext","obds-meldung.diagnose.primaertumorDiagnosetext","","","",0,1,"","","","string {[]} {[]}
","Primaertumor_Diagnosetext","Freitextbeschreibung der Diagnose","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.primaertumorDiagnosetext",0,1,"",""
"obds-meldung.diagnose.primaertumorTopographieICDO","obds-meldung.diagnose.primaertumorTopographieICDO","","","",0,1,"","","","BackboneElement {[]} {[]}
","Primaertumor_Topographie_ICD_O","ICD-O Topographie-Kodierung","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.primaertumorTopographieICDO",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"obds-meldung.diagnose.primaertumorTopographieICDO.id","obds-meldung.diagnose.primaertumorTopographieICDO.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"obds-meldung.diagnose.primaertumorTopographieICDO.extension","obds-meldung.diagnose.primaertumorTopographieICDO.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.diagnose.primaertumorTopographieICDO.modifierExtension","obds-meldung.diagnose.primaertumorTopographieICDO.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.diagnose.primaertumorTopographieICDO.code","obds-meldung.diagnose.primaertumorTopographieICDO.code","","","",1,1,"","","","code {[]} {[]}
","Code","ICD-O Topographie-Code","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.primaertumorTopographieICDO.code",1,1,"",""
"obds-meldung.diagnose.primaertumorTopographieICDO.version","obds-meldung.diagnose.primaertumorTopographieICDO.version","","","",1,1,"","","","string {[]} {[]}
","Version","ICD-O Version","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.primaertumorTopographieICDO.version",1,1,"",""
"obds-meldung.diagnose.primaertumorTopographieFreitext","obds-meldung.diagnose.primaertumorTopographieFreitext","","","",0,1,"","","","string {[]} {[]}
","Primaertumor_Topographie_Freitext","Freitextbeschreibung der Topographie","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.primaertumorTopographieFreitext",0,1,"",""
"obds-meldung.diagnose.diagnosesicherung","obds-meldung.diagnose.diagnosesicherung","","","",1,1,"","","","code {[]} {[]}
","Diagnosesicherung","Hoechste erreichte Diagnosesicherheit: 1=klinisch, 2=klinisch mit Diagnostik, 4=Tumormarker, 5=zytologisch, 6=Histologie Metastase, 7=Histologie Primaertumor, 7.1-7.3=Histologie differenziert, 8=molekular, 9=unbekannt","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.diagnosesicherung",1,1,"",""
"obds-meldung.diagnose.fruehereErkrankungen","obds-meldung.diagnose.fruehereErkrankungen","","","",0,*,"","","","BackboneElement {[]} {[]}
","Fruehere_Tumorerkrankung","Fruehere Tumorerkrankungen in der Anamnese","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.fruehereErkrankungen",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"obds-meldung.diagnose.fruehereErkrankungen.id","obds-meldung.diagnose.fruehereErkrankungen.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"obds-meldung.diagnose.fruehereErkrankungen.extension","obds-meldung.diagnose.fruehereErkrankungen.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.diagnose.fruehereErkrankungen.modifierExtension","obds-meldung.diagnose.fruehereErkrankungen.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.diagnose.fruehereErkrankungen.freitext","obds-meldung.diagnose.fruehereErkrankungen.freitext","","","",0,1,"","","","string {[]} {[]}
","Freitext","Freitextbeschreibung der frueheren Tumorerkrankung","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.fruehereErkrankungen.freitext",0,1,"",""
"obds-meldung.diagnose.fruehereErkrankungen.icdCode","obds-meldung.diagnose.fruehereErkrankungen.icdCode","","","",0,1,"","","","code {[]} {[]}
","ICD Code","ICD-10-Code der frueheren Erkrankung","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.fruehereErkrankungen.icdCode",0,1,"",""
"obds-meldung.diagnose.fruehereErkrankungen.icdVersion","obds-meldung.diagnose.fruehereErkrankungen.icdVersion","","","",0,1,"","","","string {[]} {[]}
","ICD Version","Version des ICD-Codes","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.fruehereErkrankungen.icdVersion",0,1,"",""
"obds-meldung.diagnose.fruehereErkrankungen.diagnosedatum","obds-meldung.diagnose.fruehereErkrankungen.diagnosedatum","","","",0,1,"","","","string {[]} {[]}
","Diagnosedatum","Jahr der frueheren Tumorerkrankung","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.fruehereErkrankungen.diagnosedatum",0,1,"",""
"obds-meldung.diagnose.histologie","obds-meldung.diagnose.histologie","","","",0,1,"","","","BackboneElement {[]} {[]}
","Histologie","Histologiebefund zum Diagnosezeitpunkt","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.histologie",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"obds-meldung.diagnose.histologie.id","obds-meldung.diagnose.histologie.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"obds-meldung.diagnose.histologie.extension","obds-meldung.diagnose.histologie.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.diagnose.histologie.modifierExtension","obds-meldung.diagnose.histologie.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"obds-meldung.diagnose.histologie.histologieID","obds-meldung.diagnose.histologie.histologieID","","","",0,1,"","","","string {[]} {[]}
","Histologie_ID","Eindeutige Kennung des Histologiebefunds","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.histologie.histologieID",0,1,"",""
"obds-meldung.diagnose.histologie.tumorHistologiedatum","obds-meldung.diagnose.histologie.tumorHistologiedatum","","","",0,1,"","","","dateTime {[]} {[]}
","Tumor_Histologiedatum","Datum des Histologiebefunds","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.histologie.tumorHistologiedatum",0,1,"",""
"obds-meldung.diagnose.histologie.histologieEinsendeNr","obds-meldung.diagnose.histologie.histologieEinsendeNr","","","",0,1,"","","","string {[]} {[]}
","Histologie_EinsendeNr","Einsende-Nummer des Histologiebefunds","","","","","","","","","",,,,,"",,,,"obds-meldung.diagnose.histologie.histologieEinsendeNr",0,1,"",""
